matrix,threads,schedule,chunk,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_misses,time_ms
Transport,32,static,10000,17520237643,40486836,79688,23717,
Transport,32,static,10000,17520237642,41216526,77329,23907,
Transport,32,static,10000,17520237644,40645305,79269,23527,
Transport,32,static,10000,17520237641,41088857,78056,24144,
Transport,32,static,10000,17520237640,40468248,79033,23657,
Transport,32,dynamic,100,17520237965,40261619,79057,24218,
Transport,32,dynamic,100,17520237960,40825409,77502,24031,
Transport,32,dynamic,100,17520237962,42551912,79246,24214,
Transport,32,dynamic,100,17520237961,41581588,76924,24368,
Transport,32,dynamic,100,17520237964,40985158,76414,23641,
Transport,32,dynamic,1000,17520237954,40152303,78312,24265,
Transport,32,dynamic,1000,17520237956,39938771,79547,24617,
Transport,32,dynamic,1000,17520237955,39972346,80911,24672,
Transport,32,dynamic,1000,17520237956,40062165,80761,24423,
Transport,32,dynamic,1000,17520237953,40470936,80370,24817,
Transport,32,dynamic,10000,17520237963,40524417,75700,23918,
Transport,32,dynamic,10000,17520237966,40109753,80424,24100,
Transport,32,dynamic,10000,17520237966,40313499,75144,23894,
Transport,32,dynamic,10000,17520237963,40840197,79702,23844,
Transport,32,dynamic,10000,17520237963,40898993,78132,23736,
Transport,32,guided,100,17520237962,40588754,79827,24507,
Transport,32,guided,100,17520237967,41283449,78239,24063,
Transport,32,guided,100,17520237961,40340871,79079,24190,
Transport,32,guided,100,17520237965,40571220,76089,24559,
Transport,32,guided,100,17520237966,40304206,80542,24298,
Transport,32,guided,1000,17520237960,41908707,77987,24073,
Transport,32,guided,1000,17520237959,41379430,79181,25144,
Transport,32,guided,1000,17520237958,40571521,80455,24463,
Transport,32,guided,1000,17520237959,40544841,79042,24447,
Transport,32,guided,1000,17520237960,41227581,78917,24588,
Transport,32,guided,10000,17520237961,40795619,78593,24668,
Transport,32,guided,10000,17520237960,40920929,79039,24826,
Transport,32,guided,10000,17520237961,40199681,79867,24718,
Transport,32,guided,10000,17520237959,40803417,77079,24840,
Transport,32,guided,10000,17520237960,41344821,77591,24295,
Transport,64,static,100,17520237638,40620502,79144,24168,
Transport,64,static,100,17520237641,40761154,76509,23822,
Transport,64,static,100,17520237642,40415258,79870,24165,
Transport,64,static,100,17520237638,41320059,77958,23502,
Transport,64,static,100,17520237639,41010217,79312,24417,
Transport,64,static,1000,17520237642,40179468,79439,23886,
Transport,64,static,1000,17520237641,40410635,79678,24628,
Transport,64,static,1000,17520237642,39802731,79365,23732,
Transport,64,static,1000,17520237643,39915867,76391,23853,
Transport,64,static,1000,17520237640,40738148,77795,24533,
Transport,64,static,10000,17520237635,40704283,79624,23688,
Transport,64,static,10000,17520237632,41535751,78136,25480,
Transport,64,static,10000,17520237636,40612199,80551,25029,
Transport,64,static,10000,17520237637,40517662,79635,24537,
Transport,64,static,10000,17520237637,40681887,79201,24416,
Transport,64,dynamic,100,17520237964,41211666,78891,24211,
Transport,64,dynamic,100,17520237962,40593502,79763,23500,
Transport,64,dynamic,100,17520237962,41182645,77696,23826,
Transport,64,dynamic,100,17520237963,40345847,79257,23790,
Transport,64,dynamic,100,17520237963,40862899,77534,23871,
Transport,64,dynamic,1000,17520237964,41423316,77494,24478,
Transport,64,dynamic,1000,17520237965,40251625,79384,23972,
Transport,64,dynamic,1000,17520237964,39911678,79300,24213,
Transport,64,dynamic,1000,17520237965,40475644,78928,24174,
Transport,64,dynamic,1000,17520237964,40365482,79147,24347,
Transport,64,dynamic,10000,17520237957,41277547,77818,24222,
Transport,64,dynamic,10000,17520237957,40253734,81721,25280,
Transport,64,dynamic,10000,17520237958,39880585,80741,24714,
Transport,64,dynamic,10000,17520237958,41687204,78808,24599,
Transport,64,dynamic,10000,17520237959,40799890,82316,24804,
Transport,64,guided,100,17520237965,40696505,80313,24250,
Transport,64,guided,100,17520237966,40577389,79546,24389,
Transport,64,guided,100,17520237965,40482102,78594,23794,
Transport,64,guided,100,17520237956,40614911,78767,24835,
Transport,64,guided,100,17520237966,40350365,80861,24132,
Transport,64,guided,1000,17520237967,40653097,78185,24625,
Transport,64,guided,1000,17520237967,40404962,79907,24010,
Transport,64,guided,1000,17520237967,40366723,79289,24053,
Transport,64,guided,1000,17520237967,40969425,80134,24196,
Transport,64,guided,1000,17520237968,41924150,79627,24224,
Transport,64,guided,10000,17520237961,41011007,78763,24318,
Transport,64,guided,10000,17520237960,40725051,79709,24688,
Transport,64,guided,10000,17520237956,40184569,80297,24022,
Transport,64,guided,10000,17520237961,41639347,78457,24814,
Transport,64,guided,10000,17520237958,40757187,80741,25082,
cage14,1,static,100,18733311532,65237536,1076103,541078,
cage14,1,static,100,18733311526,65926595,1074258,549055,
cage14,1,static,100,18733311528,65267169,1078435,541528,
cage14,1,static,100,18733311532,65613836,1075774,543058,
cage14,1,static,100,18733311525,65480870,1079733,547405,
cage14,2,static,100,18733311530,65317285,1078904,550972,
cage14,2,static,100,18733311532,65693151,1078480,545538,
cage14,2,static,100,18733311527,64518390,1081084,549076,
cage14,2,static,100,18733311526,65093835,1082772,549093,
cage14,2,static,100,18733311531,65090640,1080094,544127,
cage14,2,static,1000,18733311525,65672610,1081707,550737,
cage14,2,static,1000,18733311525,65514192,1078816,548388,
cage14,2,static,1000,18733311524,65549504,1079828,549532,
cage14,2,static,1000,18733311526,65214786,1084273,552842,
cage14,2,static,1000,18733311521,65717264,1079428,549726,
cage14,2,static,10000,18733311533,64719064,1083534,548106,
cage14,2,static,10000,18733311532,65475631,1078117,549863,
cage14,2,static,10000,18733311531,64585051,1078753,550995,
cage14,2,static,10000,18733311526,64879716,1081182,544837,
cage14,2,static,10000,18733311533,65284431,1077955,544744,
cage14,2,dynamic,100,18733311851,64778198,1077319,547321,
cage14,2,dynamic,100,18733311850,64978827,1082495,548489,
cage14,2,dynamic,100,18733311850,65018992,1081628,548480,
cage14,2,dynamic,100,18733311853,65088273,1081509,548899,
cage14,2,dynamic,100,18733311851,65003916,1080112,542402,
cage14,2,dynamic,1000,18733311845,64478397,1082703,548181,
cage14,2,dynamic,1000,18733311845,66035529,1078103,544195,
cage14,2,dynamic,1000,18733311845,64565843,1083970,552179,
cage14,2,dynamic,1000,18733311842,64614557,1083841,548393,
cage14,2,dynamic,1000,18733311844,65379344,1081430,541658,
cage14,2,dynamic,10000,18733311854,65707157,1075042,546213,
cage14,2,dynamic,10000,18733311856,64557814,1080489,551980,
cage14,2,dynamic,10000,18733311854,65544504,1078767,546582,
cage14,2,dynamic,10000,18733311846,65741683,1081707,542042,
cage14,2,dynamic,10000,18733311848,66748729,1084464,550529,
cage14,2,guided,100,18733311851,65347136,1079732,541827,
cage14,2,guided,100,18733311854,65604168,1075507,542001,
cage14,2,guided,100,18733311853,65667837,1080210,546161,
cage14,2,guided,100,18733311856,65402233,1079475,545508,
cage14,2,guided,100,18733311856,64864429,1082050,548624,
cage14,2,guided,1000,18733311855,65426152,1083731,545929,
cage14,2,guided,1000,18733311854,65345095,1075450,546378,
cage14,2,guided,1000,18733311854,66128651,1082446,548022,
cage14,2,guided,1000,18733311854,66255758,1081291,549422,
cage14,2,guided,1000,18733311852,65382806,1081292,544828,
cage14,2,guided,10000,18733311851,65437121,1085271,550276,
cage14,2,guided,10000,18733311849,66085888,1079845,549266,
cage14,2,guided,10000,18733311849,65194722,1080972,547258,
cage14,2,guided,10000,18733311845,65796530,1080449,546038,
cage14,2,guided,10000,18733311855,65280607,1082430,540762,
cage14,4,static,100,18733311523,65974064,1082378,549400,
cage14,4,static,100,18733311523,64445345,1083259,544779,
cage14,4,static,100,18733311523,64847442,1082282,547731,
cage14,4,static,100,18733311522,65729647,1082020,545328,
cage14,4,static,100,18733311522,65458378,1079050,549872,
cage14,4,static,1000,18733311531,65216550,1077170,541597,
cage14,4,static,1000,18733311532,66293947,1078197,546810,
cage14,4,static,1000,18733311531,64776655,1083450,544804,
cage14,4,static,1000,18733311529,65374185,1081319,558431,
cage14,4,static,1000,18733311531,65083787,1079421,545612,
cage14,4,static,10000,18733311533,65928461,1081494,549831,
cage14,4,static,10000,18733311530,66350574,1084169,546663,
cage14,4,static,10000,18733311531,64630002,1082507,549822,
cage14,4,static,10000,18733311532,64903554,1082898,547906,
cage14,4,static,10000,18733311532,65751501,1082473,549519,
cage14,4,dynamic,100,18733311843,65462411,1079875,547562,
cage14,4,dynamic,100,18733311844,64620041,1081123,543887,
cage14,4,dynamic,100,18733311846,65482297,1081204,546018,
cage14,4,dynamic,100,18733311845,65002258,1083041,543998,
cage14,4,dynamic,100,18733311845,65863710,1080997,552053,
cage14,4,dynamic,1000,18733311854,65403194,1082568,548662,
cage14,4,dynamic,1000,18733311852,64970822,1079918,548012,
cage14,4,dynamic,1000,18733311855,65720237,1074618,551457,
cage14,4,dynamic,1000,18733311851,65113693,1076894,544417,
cage14,4,dynamic,1000,18733311853,65442286,1077793,541879,
cage14,4,dynamic,10000,18733311850,65789352,1081627,544607,
cage14,4,dynamic,10000,18733311854,64659264,1080714,544489,
cage14,4,dynamic,10000,18733311855,65347395,1082560,548210,
cage14,4,dynamic,10000,18733311854,65756612,1081244,549057,
cage14,4,dynamic,10000,18733311848,65228019,1081639,542900,
cage14,4,guided,100,18733311855,64594610,1080952,542779,
cage14,4,guided,100,18733311854,65626948,1081781,547847,
cage14,4,guided,100,18733311856,65063123,1082776,548639,
cage14,4,guided,100,18733311854,65531242,1080895,546202,
cage14,4,guided,100,18733311850,65031333,1081804,546567,
cage14,4,guided,1000,18733311848,65573056,1081566,551579,
cage14,4,guided,1000,18733311842,66357662,1080023,554568,
cage14,4,guided,1000,18733311848,65084078,1082272,550397,
cage14,4,guided,1000,18733311848,65319218,1083358,551107,
cage14,4,guided,1000,18733311848,65678153,1080570,549961,
cage14,4,guided,10000,18733311856,65553067,1079562,547675,
cage14,4,guided,10000,18733311857,65208424,1081340,550531,
cage14,4,guided,10000,18733311858,65682929,1080061,543329,
cage14,4,guided,10000,18733311854,65105425,1080009,543763,
cage14,4,guided,10000,18733311857,64922670,1079864,543978,
cage14,8,static,100,18733311528,65343052,1078439,548359,
cage14,8,static,100,18733311532,65183209,1080370,546957,
cage14,8,static,100,18733311529,65236499,1082063,541167,
cage14,8,static,100,18733311530,65688507,1081827,550922,
cage14,8,static,100,18733311532,65727795,1081911,552950,
cage14,8,static,1000,18733311521,64521405,1084285,545614,
cage14,8,static,1000,18733311523,65822966,1082239,541269,
cage14,8,static,1000,18733311524,66521608,1079137,549335,
cage14,8,static,1000,18733311523,65564024,1080957,542839,
cage14,8,static,1000,18733311521,65519182,1078862,550061,
cage14,8,static,10000,18733311532,65399571,1081004,548722,
cage14,8,static,10000,18733311533,65474618,1080209,545177,
cage14,8,static,10000,18733311535,65050234,1079620,551061,
cage14,8,static,10000,18733311534,65651973,1079460,547349,
cage14,8,static,10000,18733311532,64881094,1077579,544838,
cage14,8,dynamic,100,18733311853,66057893,1080474,544561,
cage14,8,dynamic,100,18733311852,65524212,1079895,540477,
cage14,8,dynamic,100,18733311855,65768917,1076674,546670,
cage14,8,dynamic,100,18733311852,65700778,1080743,550651,
cage14,8,dynamic,100,18733311853,65495545,1080853,551371,
cage14,8,dynamic,1000,18733311846,65096914,1081646,551352,
cage14,8,dynamic,1000,18733311845,65410564,1083928,549043,
cage14,8,dynamic,1000,18733311846,64991619,1084334,547340,
cage14,8,dynamic,1000,18733311844,66234486,1080297,548211,
cage14,8,dynamic,1000,18733311844,65492013,1080668,552195,
cage14,8,dynamic,10000,18733311852,64495513,1076724,543920,
cage14,8,dynamic,10000,18733311855,65334907,1078458,548890,
cage14,8,dynamic,10000,18733311852,64755278,1083490,546637,
cage14,8,dynamic,10000,18733311848,65631431,1077731,547783,
cage14,8,dynamic,10000,18733311853,64709408,1079048,543589,
cage14,8,guided,100,18733311848,64483993,1084344,548451,
cage14,8,guided,100,18733311857,64901364,1081142,549367,
cage14,8,guided,100,18733311853,65416342,1079420,547419,
cage14,8,guided,100,18733311856,65597600,1074347,544733,
cage14,8,guided,100,18733311854,65285304,1080986,546952,
cage14,8,guided,1000,18733311848,65279358,1078877,549154,
cage14,8,guided,1000,18733311848,65054583,1080318,545711,
cage14,8,guided,1000,18733311846,65651920,1077437,549400,
cage14,8,guided,1000,18733311849,65972383,1077241,549797,
cage14,8,guided,1000,18733311850,64790166,1083609,541152,
cage14,8,guided,10000,18733311855,65950917,1077290,533145,
cage14,8,guided,10000,18733311857,65892286,1078808,549470,
cage14,8,guided,10000,18733311857,65598073,1081405,540456,
cage14,8,guided,10000,18733311854,65179392,1076756,545958,
cage14,8,guided,10000,18733311858,65278495,1080866,540311,
cage14,16,static,100,18733311531,65741140,1080723,546576,
cage14,16,static,100,18733311533,65046250,1079324,550378,
cage14,16,static,100,18733311530,65268855,1081436,545902,
cage14,16,static,100,18733311528,64690463,1080674,546236,
cage14,16,static,100,18733311532,64503403,1078407,547087,
cage14,16,static,1000,18733311526,64632557,1079598,550996,
cage14,16,static,1000,18733311526,65711170,1077143,549324,
cage14,16,static,1000,18733311524,65268108,1078660,550636,
cage14,16,static,1000,18733311523,64592679,1083131,551049,
cage14,16,static,1000,18733311526,65320528,1082298,546852,
cage14,16,static,10000,18733311535,65555004,1077693,543088,
cage14,16,static,10000,18733311532,64996656,1080844,544950,
cage14,16,static,10000,18733311533,64989489,1079251,550248,
cage14,16,static,10000,18733311533,64909148,1076064,545208,
cage14,16,static,10000,18733311535,65201935,1080648,539863,
cage14,16,dynamic,100,18733311852,64631504,1084474,542432,
cage14,16,dynamic,100,18733311855,65442621,1080654,547445,
cage14,16,dynamic,100,18733311854,65992466,1078714,543179,
cage14,16,dynamic,100,18733311853,65633603,1081319,545460,
cage14,16,dynamic,100,18733311852,65259225,1080044,547382,
cage14,16,dynamic,1000,18733311847,65473258,1082489,545815,
cage14,16,dynamic,1000,18733311846,65736652,1083703,543102,
cage14,16,dynamic,1000,18733311847,65544874,1082453,548785,
cage14,16,dynamic,1000,18733311846,66000464,1077875,546447,
cage14,16,dynamic,1000,18733311846,65011260,1083095,544228,
cage14,16,dynamic,10000,18733311855,65159025,1076073,545799,
cage14,16,dynamic,10000,18733311852,65013257,1080233,549331,
cage14,16,dynamic,10000,18733311855,65629423,1078866,545702,
cage14,16,dynamic,10000,18733311855,65216427,1078164,544920,
cage14,16,dynamic,10000,18733311856,65444563,1082381,545198,
cage14,16,guided,100,18733311854,64439114,1077026,550254,
cage14,16,guided,100,18733311857,65644394,1081321,549038,
cage14,16,guided,100,18733311857,64738409,1078773,541736,
cage14,16,guided,100,18733311858,66179366,1081818,548792,
cage14,16,guided,100,18733311855,65640075,1079218,545121,
cage14,16,guided,1000,18733311847,65124733,1076596,545104,
cage14,16,guided,1000,18733311850,65269578,1080648,550735,
cage14,16,guided,1000,18733311851,65480724,1082553,548522,
cage14,16,guided,1000,18733311849,65494789,1080193,547885,
cage14,16,guided,1000,18733311848,65150830,1083165,551612,
cage14,16,guided,10000,18733311859,65271628,1078712,548811,
cage14,16,guided,10000,18733311856,64818087,1080100,541591,
cage14,16,guided,10000,18733311858,64598360,1077825,537821,
cage14,16,guided,10000,18733311857,65604704,1071958,546620,
cage14,16,guided,10000,18733311857,65681100,1074508,534733,
cage14,32,static,100,18733311531,66359164,1079908,547493,
cage14,32,static,100,18733311531,65553271,1081132,543187,
cage14,32,static,100,18733311529,66119971,1081391,548742,
cage14,32,static,100,18733311529,64818943,1080077,544957,
cage14,32,static,100,18733311532,65269286,1081560,547353,
cage14,32,static,1000,18733311524,65523497,1080383,543872,
cage14,32,static,1000,18733311526,65103486,1079727,551141,
cage14,32,static,1000,18733311526,64911760,1081745,544384,
cage14,32,static,1000,18733311526,64607663,1079851,546806,
cage14,32,static,1000,18733311526,65916722,1079473,548617,
cage14,32,static,10000,18733311533,65198071,1076907,541363,
cage14,32,static,10000,18733311532,64828572,1077715,547042,
cage14,32,static,10000,18733311531,64963550,1079990,539892,
cage14,32,static,10000,18733311535,65516175,1078273,549770,
cage14,32,static,10000,18733311535,64846632,1080358,550967,
cage14,32,dynamic,100,18733311850,65619849,1083685,546206,
cage14,32,dynamic,100,18733311852,65252012,1080930,550881,
cage14,32,dynamic,100,18733311853,64635649,1082598,544320,
cage14,32,dynamic,100,18733311854,65062651,1084833,551366,
cage14,32,dynamic,100,18733311851,65382353,1079275,548474,
cage14,32,dynamic,1000,18733311846,65897525,1081002,544997,
cage14,32,dynamic,1000,18733311846,66665073,1078224,549216,
cage14,32,dynamic,1000,18733311847,64966976,1081833,550986,
cage14,32,dynamic,1000,18733311847,64636090,1083586,550413,
cage14,32,dynamic,1000,18733311845,65947208,1078308,547511,
cage14,32,dynamic,10000,18733311848,64639109,1080837,550404,
cage14,32,dynamic,10000,18733311855,65313884,1080676,540959,
cage14,32,dynamic,10000,18733311855,64749950,1079816,547268,
cage14,32,dynamic,10000,18733311855,64603635,1084109,544692,
cage14,32,dynamic,10000,18733311855,64925833,1077076,549945,
cage14,32,guided,100,18733311855,64535814,1083102,540404,
cage14,32,guided,100,18733311855,65213533,1082770,546222,
cage14,32,guided,100,18733311854,64602496,1080555,550420,
cage14,32,guided,100,18733311854,64990801,1083081,547508,
cage14,32,guided,100,18733311854,65162748,1079404,548470,
cage14,32,guided,1000,18733311847,65239151,1081214,549546,
cage14,32,guided,1000,18733311843,64377174,1080126,542839,
cage14,32,guided,1000,18733311850,65768157,1079714,543010,
cage14,32,guided,1000,18733311849,65537289,1079668,550485,
cage14,32,guided,1000,18733311848,65310404,1082174,551059,
cage14,32,guided,10000,18733311858,65932837,1075355,541373,
cage14,32,guided,10000,18733311858,65141755,1078215,541615,
cage14,32,guided,10000,18733311857,65457856,1078611,545108,
cage14,32,guided,10000,18733311858,65295582,1078435,543047,
cage14,32,guided,10000,18733311860,65052033,1077542,544598,
cage14,64,static,100,18733311532,65396830,1078578,551280,
cage14,64,static,100,18733311530,65415199,1082327,543919,
cage14,64,static,100,18733311532,65179001,1078476,548293,
cage14,64,static,100,18733311533,64705020,1080738,546816,
cage14,64,static,100,18733311532,64929593,1082184,544946,
cage14,64,static,1000,18733311523,64911183,1081815,542339,
cage14,64,static,1000,18733311525,65654661,1082623,547976,
cage14,64,static,1000,18733311526,65689398,1082532,548470,
cage14,64,static,1000,18733311526,66385022,1081372,546925,
cage14,64,static,1000,18733311525,65541438,1082115,547082,
cage14,64,static,10000,18733311534,65068223,1079775,553361,
cage14,64,static,10000,18733311530,65734101,1077596,551224,
cage14,64,static,10000,18733311529,65436563,1077910,549965,
cage14,64,static,10000,18733311534,65357094,1080743,538326,
cage14,64,static,10000,18733311534,64758673,1080566,549014,
cage14,64,dynamic,100,18733311853,64895981,1082483,549796,
cage14,64,dynamic,100,18733311853,65612907,1080663,549513,
cage14,64,dynamic,100,18733311846,66005321,1081284,546693,
cage14,64,dynamic,100,18733311852,65537422,1079240,546685,
cage14,64,dynamic,100,18733311852,65157617,1080414,545821,
cage14,64,dynamic,1000,18733311845,67287848,1079620,547398,
cage14,64,dynamic,1000,18733311844,65476944,1080728,549520,
cage14,64,dynamic,1000,18733311844,65955666,1082063,551189,
cage14,64,dynamic,1000,18733311848,65142595,1081418,545838,
cage14,64,dynamic,1000,18733311847,65410149,1078721,548852,
cage14,64,dynamic,10000,18733311856,65964694,1077610,546703,
cage14,64,dynamic,10000,18733311854,64770834,1077008,544446,
cage14,64,dynamic,10000,18733311853,65852311,1079931,548913,
cage14,64,dynamic,10000,18733311853,65282907,1083251,543625,
cage14,64,dynamic,10000,18733311853,65624912,1079148,550187,
cage14,64,guided,100,18733311855,65190673,1080082,548956,
cage14,64,guided,100,18733311854,65269572,1082510,546682,
cage14,64,guided,100,18733311852,65545232,1077374,547886,
cage14,64,guided,100,18733311855,64434001,1081332,542143,
cage14,64,guided,100,18733311855,65050020,1082468,553134,
cage14,64,guided,1000,18733311850,65556573,1080690,541441,
cage14,64,guided,1000,18733311850,65603030,1080594,547729,
cage14,64,guided,1000,18733311858,65753705,1081516,549524,
cage14,64,guided,1000,18733311848,65633415,1083402,551559,
cage14,64,guided,1000,18733311850,65358713,1082706,544511,
cage14,64,guided,10000,18733311857,65054036,1076507,546600,
cage14,64,guided,10000,18733311858,65329112,1080879,543245,
cage14,64,guided,10000,18733311859,65461338,1079813,548518,
cage14,64,guided,10000,18733311859,65658512,1079117,547685,
cage14,64,guided,10000,18733311858,65330443,1081847,542449,
torso1,1,static,100,6002831204,23744440,91020,74383,
torso1,1,static,100,6002831202,23764550,88268,71991,
torso1,1,static,100,6002831203,23721054,89550,72963,
torso1,1,static,100,6002831204,23776463,89385,72332,
torso1,1,static,100,6002831202,24464000,89134,72679,
torso1,2,static,100,6002831196,23816057,88627,72569,
torso1,2,static,100,6002831196,23821224,90455,73800,
torso1,2,static,100,6002831203,23814873,88552,73060,
torso1,2,static,100,6002831194,23833096,88828,73377,
torso1,2,static,100,6002831195,23820718,89869,73667,
torso1,2,static,1000,6002831204,23772044,90138,73685,
torso1,2,static,1000,6002831204,23868661,87501,71983,
torso1,2,static,1000,6002831204,23868712,88764,72501,
torso1,2,static,1000,6002831203,23782009,88780,71859,
torso1,2,static,1000,6002831204,23947274,90334,73841,
torso1,2,static,10000,6002831205,23793245,89692,72091,
torso1,2,static,10000,6002831205,23798190,89109,72394,
torso1,2,static,10000,6002831206,23807966,88990,72288,
torso1,2,static,10000,6002831205,24015450,89223,73245,
torso1,2,static,10000,6002831203,23832645,91231,73623,
torso1,2,dynamic,100,6002831517,23949676,91088,73367,
torso1,2,dynamic,100,6002831517,23789478,90042,73126,
torso1,2,dynamic,100,6002831521,23874957,90569,73439,
torso1,2,dynamic,100,6002831516,23805876,90517,74164,
torso1,2,dynamic,100,6002831517,23768988,88519,73243,
torso1,2,dynamic,1000,6002831523,23884639,89207,72501,
torso1,2,dynamic,1000,6002831526,25087532,89254,72157,
torso1,2,dynamic,1000,6002831525,23820304,88863,71794,
torso1,2,dynamic,1000,6002831526,23964004,89386,72727,
torso1,2,dynamic,1000,6002831524,23781276,90107,72836,
torso1,2,dynamic,10000,6002831526,23962850,88534,72450,
torso1,2,dynamic,10000,6002831525,23808679,90692,72821,
torso1,2,dynamic,10000,6002831527,23792613,90025,73339,
torso1,2,dynamic,10000,6002831527,23765436,88851,71902,
torso1,2,dynamic,10000,6002831527,23911342,89196,72673,
torso1,2,guided,100,6002831521,23688516,89273,72544,
torso1,2,guided,100,6002831520,23774665,89372,72683,
torso1,2,guided,100,6002831518,24190508,91224,74560,
torso1,2,guided,100,6002831520,23886846,90512,73941,
torso1,2,guided,100,6002831520,23887083,89512,73234,
torso1,2,guided,1000,6002831527,23837250,89330,71995,
torso1,2,guided,1000,6002831527,23882565,89092,72435,
torso1,2,guided,1000,6002831528,23809926,88016,71986,
torso1,2,guided,1000,6002831529,23818238,88893,72159,
torso1,2,guided,1000,6002831528,23826820,89544,72755,
torso1,2,guided,10000,6002831530,23870138,88541,71859,
torso1,2,guided,10000,6002831530,23766071,89232,72062,
torso1,2,guided,10000,6002831528,23736418,91007,73673,
torso1,2,guided,10000,6002831529,23850646,90487,73437,
torso1,2,guided,10000,6002831529,24135621,87900,72250,
torso1,4,static,100,6002831194,23673974,89583,72831,
torso1,4,static,100,6002831196,23887439,88105,72531,
torso1,4,static,100,6002831196,23781124,89498,73846,
torso1,4,static,100,6002831196,23844285,88708,73015,
torso1,4,static,100,6002831196,23751155,89485,73143,
torso1,4,static,1000,6002831203,23723659,88386,71983,
torso1,4,static,1000,6002831204,24185003,89170,72820,
torso1,4,static,1000,6002831203,23865446,89371,72582,
torso1,4,static,1000,6002831203,23748633,88815,72241,
torso1,4,static,1000,6002831204,23819947,89258,72198,
torso1,4,static,10000,6002831206,23765341,89326,72888,
torso1,4,static,10000,6002831205,23887633,88129,72187,
torso1,4,static,10000,6002831204,23897699,89673,73093,
torso1,4,static,10000,6002831206,24106132,89137,73086,
torso1,4,static,10000,6002831206,23722491,90633,73044,
torso1,4,dynamic,100,6002831515,24004179,89576,72326,
torso1,4,dynamic,100,6002831516,23902602,88890,72912,
torso1,4,dynamic,100,6002831517,23776457,89970,73134,
torso1,4,dynamic,100,6002831517,23682861,89194,72494,
torso1,4,dynamic,100,6002831517,23728298,90961,73572,
torso1,4,dynamic,1000,6002831524,23811402,90328,73120,
torso1,4,dynamic,1000,6002831524,23654389,88898,72089,
torso1,4,dynamic,1000,6002831526,23859807,91032,73287,
torso1,4,dynamic,1000,6002831524,23837588,89175,72209,
torso1,4,dynamic,1000,6002831526,23761283,89821,73004,
torso1,4,dynamic,10000,6002831526,23665627,89615,73805,
torso1,4,dynamic,10000,6002831526,23806715,89660,72940,
torso1,4,dynamic,10000,6002831526,23935308,88115,72157,
torso1,4,dynamic,10000,6002831526,23937067,90157,72949,
torso1,4,dynamic,10000,6002831526,23963155,88716,72933,
torso1,4,guided,100,6002831519,24088097,88151,72294,
torso1,4,guided,100,6002831520,24414663,89407,73502,
torso1,4,guided,100,6002831519,23902162,90839,73366,
torso1,4,guided,100,6002831520,24015689,90112,73697,
torso1,4,guided,100,6002831519,23922134,88251,71243,
torso1,4,guided,1000,6002831521,23944062,90125,72960,
torso1,4,guided,1000,6002831526,23765679,88115,71778,
torso1,4,guided,1000,6002831529,24095639,88610,72894,
torso1,4,guided,1000,6002831528,23920701,90851,73896,
torso1,4,guided,1000,6002831528,23760750,89172,72495,
torso1,4,guided,10000,6002831531,23891465,89521,72940,
torso1,4,guided,10000,6002831531,23691510,89772,72369,
torso1,4,guided,10000,6002831530,23894478,89691,72716,
torso1,4,guided,10000,6002831528,23879265,89111,72528,
torso1,4,guided,10000,6002831529,23794145,89853,72624,
