matrix,threads,schedule,chunk,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_misses,time_ms
torso1,8,static,100,6002831195,23819500,89698,72378,
torso1,8,static,100,6002831196,24159579,90446,74068,
torso1,8,static,100,6002831196,24163465,90586,73569,
torso1,8,static,100,6002831195,23955067,88078,72617,
torso1,8,static,100,6002831194,24010939,88913,73297,
torso1,8,static,1000,6002831205,23764135,89297,72360,
torso1,8,static,1000,6002831204,23854341,89770,72594,
torso1,8,static,1000,6002831204,23813070,89107,72903,
torso1,8,static,1000,6002831204,23787435,90571,73105,
torso1,8,static,1000,6002831203,23774604,88844,72002,
torso1,8,static,10000,6002831205,23913999,88742,71820,
torso1,8,static,10000,6002831204,24017023,88027,72162,
torso1,8,static,10000,6002831205,23966150,89626,72850,
torso1,8,static,10000,6002831205,23671956,89460,72399,
torso1,8,static,10000,6002831204,23823926,88930,72075,
torso1,8,dynamic,100,6002831517,23856815,89260,73403,
torso1,8,dynamic,100,6002831517,24129514,89092,73157,
torso1,8,dynamic,100,6002831516,24238460,89469,73521,
torso1,8,dynamic,100,6002831517,23751086,90486,73462,
torso1,8,dynamic,100,6002831517,23822960,90063,73667,
torso1,8,dynamic,1000,6002831524,23869788,88374,72059,
torso1,8,dynamic,1000,6002831525,23778495,88900,72401,
torso1,8,dynamic,1000,6002831525,23891435,88387,72058,
torso1,8,dynamic,1000,6002831522,23926673,89855,72844,
torso1,8,dynamic,1000,6002831525,24162366,88667,72228,
torso1,8,dynamic,10000,6002831525,23821974,89937,72904,
torso1,8,dynamic,10000,6002831527,23907711,90257,73210,
torso1,8,dynamic,10000,6002831527,23840620,88840,72106,
torso1,8,dynamic,10000,6002831526,23999211,89279,72878,
torso1,8,dynamic,10000,6002831523,23866426,89031,72107,
torso1,8,guided,100,6002831521,23808958,89633,73542,
torso1,8,guided,100,6002831520,23743260,89476,73495,
torso1,8,guided,100,6002831521,23766238,90212,73364,
torso1,8,guided,100,6002831521,23805607,90104,73544,
torso1,8,guided,100,6002831519,23855997,90217,73853,
torso1,8,guided,1000,6002831528,23663509,88922,72286,
torso1,8,guided,1000,6002831529,23890387,90357,72959,
torso1,8,guided,1000,6002831528,23788341,89430,73050,
torso1,8,guided,1000,6002831526,23669857,89430,72364,
torso1,8,guided,1000,6002831527,24616320,88710,72661,
torso1,8,guided,10000,6002831530,23749686,89095,72486,
torso1,8,guided,10000,6002831529,23866010,89689,73019,
torso1,8,guided,10000,6002831528,24094850,88237,71792,
torso1,8,guided,10000,6002831528,23671669,89999,72945,
torso1,8,guided,10000,6002831529,23774240,90273,72813,
torso1,16,static,100,6002831197,23839457,89783,72673,
torso1,16,static,100,6002831197,24159511,88871,72960,
torso1,16,static,100,6002831197,23948047,89561,73447,
torso1,16,static,100,6002831194,23862939,90739,73798,
torso1,16,static,100,6002831197,23887040,89268,72498,
torso1,16,static,1000,6002831205,24092392,88185,71900,
torso1,16,static,1000,6002831205,23809150,89673,72369,
torso1,16,static,1000,6002831205,23799964,89160,72277,
torso1,16,static,1000,6002831204,23753761,90385,73122,
torso1,16,static,1000,6002831205,23864034,90122,72914,
torso1,16,static,10000,6002831207,23845540,89216,72153,
torso1,16,static,10000,6002831207,23891823,89098,72903,
torso1,16,static,10000,6002831205,23894878,88191,72670,
torso1,16,static,10000,6002831206,23904116,90717,73512,
torso1,16,static,10000,6002831207,23731868,89918,72780,
torso1,16,dynamic,100,6002831518,24161497,88479,72077,
torso1,16,dynamic,100,6002831517,23797414,88771,72445,
torso1,16,dynamic,100,6002831518,23969951,90718,73676,
torso1,16,dynamic,100,6002831518,23912861,89343,73799,
torso1,16,dynamic,100,6002831518,23812946,89386,72994,
torso1,16,dynamic,1000,6002831527,23760696,89082,72815,
torso1,16,dynamic,1000,6002831527,24011138,89020,72391,
torso1,16,dynamic,1000,6002831526,23870465,89639,72463,
torso1,16,dynamic,1000,6002831526,24156855,88887,72636,
torso1,16,dynamic,1000,6002831524,24084059,89796,73503,
torso1,16,dynamic,10000,6002831528,23644062,89810,73065,
torso1,16,dynamic,10000,6002831527,23847817,89643,72738,
torso1,16,dynamic,10000,6002831527,23732679,88809,72597,
torso1,16,dynamic,10000,6002831527,23901928,88508,72481,
torso1,16,dynamic,10000,6002831527,23848367,89227,72716,
torso1,16,guided,100,6002831520,24027791,89001,72572,
torso1,16,guided,100,6002831521,23681498,88261,72401,
torso1,16,guided,100,6002831522,23888199,90816,73955,
torso1,16,guided,100,6002831523,24164764,88976,73101,
torso1,16,guided,100,6002831521,23995203,88946,73282,
torso1,16,guided,1000,6002831529,23890424,87909,71821,
torso1,16,guided,1000,6002831526,23842660,88884,72346,
torso1,16,guided,1000,6002831528,24162624,89179,72613,
torso1,16,guided,1000,6002831529,24147549,88601,72664,
torso1,16,guided,1000,6002831530,23886778,89874,72486,
torso1,16,guided,10000,6002831528,23874687,90039,72896,
torso1,16,guided,10000,6002831526,23852792,88843,72790,
torso1,16,guided,10000,6002831530,23964897,89582,73518,
torso1,16,guided,10000,6002831531,23995374,89855,72756,
torso1,16,guided,10000,6002831529,24083279,88481,72252,
torso1,32,static,100,6002831197,23709615,89136,72699,
torso1,32,static,100,6002831197,23800375,90637,73957,
torso1,32,static,100,6002831196,24049257,90499,73736,
torso1,32,static,100,6002831196,24061794,90869,74265,
torso1,32,static,100,6002831203,23696371,89844,72602,
torso1,32,static,1000,6002831205,23953181,88680,72614,
torso1,32,static,1000,6002831206,23829286,89320,72696,
torso1,32,static,1000,6002831205,24064296,89388,72806,
torso1,32,static,1000,6002831206,23768906,89243,72291,
torso1,32,static,1000,6002831206,23955422,89431,72091,
torso1,32,static,10000,6002831205,23866065,88742,72470,
torso1,32,static,10000,6002831208,23902874,91236,73326,
torso1,32,static,10000,6002831203,23840699,89682,72465,
torso1,32,static,10000,6002831207,23899005,88973,72107,
torso1,32,static,10000,6002831204,23922493,88480,72416,
torso1,32,dynamic,100,6002831518,23889175,90025,73068,
torso1,32,dynamic,100,6002831517,23795611,89291,72942,
torso1,32,dynamic,100,6002831518,23955440,89870,73569,
torso1,32,dynamic,100,6002831519,23666407,90399,73149,
torso1,32,dynamic,100,6002831516,23888558,89173,73439,
torso1,32,dynamic,1000,6002831527,23967951,88187,72243,
torso1,32,dynamic,1000,6002831524,23885010,89159,72305,
torso1,32,dynamic,1000,6002831525,24119622,88664,72115,
torso1,32,dynamic,1000,6002831525,23764185,89429,72837,
torso1,32,dynamic,1000,6002831525,23897777,89158,72142,
torso1,32,dynamic,10000,6002831526,23853639,88740,72116,
torso1,32,dynamic,10000,6002831526,23892226,89595,72880,
torso1,32,dynamic,10000,6002831528,23848759,88885,72838,
torso1,32,dynamic,10000,6002831528,23849276,89433,72692,
torso1,32,dynamic,10000,6002831528,23840858,89194,71915,
torso1,32,guided,100,6002831521,23837733,89811,73501,
torso1,32,guided,100,6002831520,23979660,88203,73007,
torso1,32,guided,100,6002831521,24080831,90583,74112,
torso1,32,guided,100,6002831520,23733678,89144,73222,
torso1,32,guided,100,6002831519,24202256,88897,72918,
torso1,32,guided,1000,6002831530,23958960,89390,72477,
torso1,32,guided,1000,6002831529,23716153,90092,72501,
torso1,32,guided,1000,6002831530,23818251,89463,72313,
torso1,32,guided,1000,6002831529,23827653,88526,72088,
torso1,32,guided,1000,6002831527,24009818,88492,72670,
torso1,32,guided,10000,6002831531,23712337,89218,72933,
torso1,32,guided,10000,6002831529,23599519,89254,73086,
torso1,32,guided,10000,6002831531,23919180,90206,72882,
torso1,32,guided,10000,6002831531,23713990,90642,73452,
torso1,32,guided,10000,6002831530,23734818,90878,73590,
torso1,64,static,100,6002831197,23994995,89294,72681,
torso1,64,static,100,6002831197,23754776,91113,73841,
torso1,64,static,100,6002831196,23777179,88918,72684,
torso1,64,static,100,6002831197,24042220,88542,72915,
torso1,64,static,100,6002831197,23754131,89655,72691,
torso1,64,static,1000,6002831203,23890138,89879,73244,
torso1,64,static,1000,6002831203,23959714,89534,72877,
torso1,64,static,1000,6002831206,24015660,90550,73390,
torso1,64,static,1000,6002831205,23891083,90253,73466,
torso1,64,static,1000,6002831205,23888676,90479,73128,
torso1,64,static,10000,6002831206,23651456,89623,72690,
torso1,64,static,10000,6002831206,23859435,89293,72555,
torso1,64,static,10000,6002831206,23821635,89322,72590,
torso1,64,static,10000,6002831203,23914003,88992,72446,
torso1,64,static,10000,6002831207,23636794,89774,72734,
torso1,64,dynamic,100,6002831518,23921275,89515,73121,
torso1,64,dynamic,100,6002831519,23841636,89442,73325,
torso1,64,dynamic,100,6002831518,23908008,90587,74274,
torso1,64,dynamic,100,6002831517,23886823,87635,72327,
torso1,64,dynamic,100,6002831518,23972371,89917,73806,
torso1,64,dynamic,1000,6002831527,23817872,89815,73242,
torso1,64,dynamic,1000,6002831525,23979928,87661,71880,
torso1,64,dynamic,1000,6002831526,23984311,88948,72403,
torso1,64,dynamic,1000,6002831525,23929316,89397,72816,
torso1,64,dynamic,1000,6002831525,23937714,87465,71916,
torso1,64,dynamic,10000,6002831528,23678152,89970,72970,
torso1,64,dynamic,10000,6002831528,23766466,88814,72122,
torso1,64,dynamic,10000,6002831528,24116940,88670,72306,
torso1,64,dynamic,10000,6002831528,23816809,89089,72066,
torso1,64,dynamic,10000,6002831527,23785816,89741,72562,
torso1,64,guided,100,6002831521,24588115,88617,71971,
torso1,64,guided,100,6002831520,23895109,88831,73194,
torso1,64,guided,100,6002831521,23861714,90327,74521,
torso1,64,guided,100,6002831521,24228842,90277,73672,
torso1,64,guided,100,6002831521,23802989,89363,72608,
torso1,64,guided,1000,6002831528,24059742,89027,72575,
torso1,64,guided,1000,6002831529,23826757,89161,72470,
torso1,64,guided,1000,6002831530,23792357,88463,72224,
torso1,64,guided,1000,6002831530,23936582,88803,72102,
torso1,64,guided,1000,6002831529,23803301,89289,72757,
torso1,64,guided,10000,6002831531,23813937,89050,72344,
torso1,64,guided,10000,6002831530,23747268,89807,72694,
torso1,64,guided,10000,6002831531,24033915,89761,73160,
torso1,64,guided,10000,6002831528,23908208,90620,73287,
torso1,64,guided,10000,6002831530,23878143,88857,72983,
memchip,1,static,100,10637731380,22012319,466252,118320,
memchip,1,static,100,10637731380,21714802,464164,119106,
memchip,1,static,100,10637731378,21710120,462616,119737,
memchip,1,static,100,10637731379,21340312,464067,120425,
memchip,1,static,100,10637731379,21342893,465964,120441,
memchip,2,static,100,10637731379,22132666,463437,119644,
memchip,2,static,100,10637731378,22749160,462753,119400,
memchip,2,static,100,10637731379,21426653,464036,119622,
memchip,2,static,100,10637731380,20980638,462247,119012,
memchip,2,static,100,10637731376,21440211,463600,119065,
memchip,2,static,1000,10637731373,20980850,467015,119179,
memchip,2,static,1000,10637731373,21265600,463526,120659,
memchip,2,static,1000,10637731374,21448039,463910,119665,
memchip,2,static,1000,10637731373,21281211,465976,119588,
memchip,2,static,1000,10637731373,21096328,460822,119581,
memchip,2,static,10000,10637731380,21364563,464333,121271,
memchip,2,static,10000,10637731382,21468349,464726,119863,
memchip,2,static,10000,10637731381,21772946,462110,119810,
memchip,2,static,10000,10637731381,20930661,465611,119531,
memchip,2,static,10000,10637731381,21683594,460093,117687,
memchip,2,dynamic,100,10637731700,21078269,465497,118961,
memchip,2,dynamic,100,10637731699,21324390,460242,119651,
memchip,2,dynamic,100,10637731699,22306915,464872,120727,
memchip,2,dynamic,100,10637731701,22512993,463198,119968,
memchip,2,dynamic,100,10637731702,21000555,464025,118553,
memchip,2,dynamic,1000,10637731694,21423423,464621,119398,
memchip,2,dynamic,1000,10637731691,21846656,464157,119766,
memchip,2,dynamic,1000,10637731691,21764020,461243,118853,
memchip,2,dynamic,1000,10637731694,21980267,463705,119850,
memchip,2,dynamic,1000,10637731694,21213001,464192,119325,
memchip,2,dynamic,10000,10637731701,21759336,460503,119160,
memchip,2,dynamic,10000,10637731700,22196742,460597,118593,
memchip,2,dynamic,10000,10637731703,21316272,464292,120125,
memchip,2,dynamic,10000,10637731702,21619063,458802,119631,
memchip,2,dynamic,10000,10637731703,21838541,464524,118783,
memchip,2,guided,100,10637731703,21491683,465544,119856,
memchip,2,guided,100,10637731705,21273920,466153,119916,
memchip,2,guided,100,10637731703,21160510,463107,117981,
memchip,2,guided,100,10637731702,21348415,465497,120454,
memchip,2,guided,100,10637731704,21262392,464245,119559,
memchip,2,guided,1000,10637731696,22045608,457999,118420,
memchip,2,guided,1000,10637731696,21556728,463264,119672,
memchip,2,guided,1000,10637731696,21030810,464489,119449,
memchip,2,guided,1000,10637731697,21493292,464616,118415,
memchip,2,guided,1000,10637731694,20964145,463440,119427,
memchip,2,guided,10000,10637731705,21680457,464737,120128,
memchip,2,guided,10000,10637731704,21066726,465699,118594,
memchip,2,guided,10000,10637731705,21825145,463565,119245,
memchip,2,guided,10000,10637731706,21133626,462411,118980,
memchip,2,guided,10000,10637731705,21531216,463633,119012,
memchip,4,static,100,10637731378,20998197,463092,118614,
memchip,4,static,100,10637731378,21331566,465714,118096,
memchip,4,static,100,10637731377,22271258,461970,118167,
memchip,4,static,100,10637731378,21545201,462606,119066,
memchip,4,static,100,10637731378,21049207,463873,120619,
memchip,4,static,1000,10637731373,22031600,462331,118082,
memchip,4,static,1000,10637731371,21302374,463471,120038,
memchip,4,static,1000,10637731371,21647118,465317,120936,
memchip,4,static,1000,10637731372,21530669,462486,119065,
memchip,4,static,1000,10637731382,21829873,465253,117488,
memchip,4,static,10000,10637731381,21157073,461140,119107,
memchip,4,static,10000,10637731380,21320679,461067,119841,
memchip,4,static,10000,10637731381,21478838,462446,119172,
memchip,4,static,10000,10637731382,21423185,463340,119351,
memchip,4,static,10000,10637731381,21213577,463102,119445,
memchip,4,dynamic,100,10637731699,21732265,466200,119528,
memchip,4,dynamic,100,10637731700,21181242,464346,120955,
memchip,4,dynamic,100,10637731699,21199227,465313,119414,
memchip,4,dynamic,100,10637731700,21271988,464965,119503,
memchip,4,dynamic,100,10637731701,21808118,461751,119857,
memchip,4,dynamic,1000,10637731694,21085215,463387,119406,
memchip,4,dynamic,1000,10637731693,21173806,459778,120027,
memchip,4,dynamic,1000,10637731694,21488857,463296,119828,
memchip,4,dynamic,1000,10637731693,22209247,463791,120497,
memchip,4,dynamic,1000,10637731693,21241910,466943,120244,
memchip,4,dynamic,10000,10637731701,21683468,465900,118314,
memchip,4,dynamic,10000,10637731702,21969345,464151,119724,
memchip,4,dynamic,10000,10637731705,21892484,462868,119935,
memchip,4,dynamic,10000,10637731700,20942828,464959,118743,
memchip,4,dynamic,10000,10637731705,21176250,466934,119422,
memchip,4,guided,100,10637731702,21359998,463405,119822,
memchip,4,guided,100,10637731704,21582576,466640,119386,
memchip,4,guided,100,10637731702,21387941,459713,119098,
memchip,4,guided,100,10637731702,21455700,464363,119132,
memchip,4,guided,100,10637731702,21029495,462883,120023,
memchip,4,guided,1000,10637731697,21388787,466990,120210,
memchip,4,guided,1000,10637731698,21284713,464375,119939,
memchip,4,guided,1000,10637731697,22761327,466398,120484,
memchip,4,guided,1000,10637731696,21598080,464011,121283,
memchip,4,guided,1000,10637731697,21765350,460615,117586,
memchip,4,guided,10000,10637731704,21119216,467905,118881,
memchip,4,guided,10000,10637731699,21372113,463631,120438,
memchip,4,guided,10000,10637731698,21202692,464580,118577,
memchip,4,guided,10000,10637731698,21186196,460955,119211,
memchip,4,guided,10000,10637731698,21622712,462669,120006,
memchip,8,static,100,10637731379,21778988,459211,117647,
memchip,8,static,100,10637731380,21304868,460920,118961,
memchip,8,static,100,10637731381,21778304,462387,118692,
memchip,8,static,100,10637731379,21630775,458438,119189,
memchip,8,static,100,10637731380,21323547,462961,119668,
memchip,8,static,1000,10637731378,21336011,465957,120043,
memchip,8,static,1000,10637731380,21272641,464230,119204,
memchip,8,static,1000,10637731378,21293541,456592,118606,
memchip,8,static,1000,10637731381,21634370,462723,118870,
memchip,8,static,1000,10637731380,21458817,459649,119665,
memchip,8,static,10000,10637731373,21401801,463726,118656,
memchip,8,static,10000,10637731374,21039624,465273,120932,
memchip,8,static,10000,10637731373,21277126,465245,119414,
memchip,8,static,10000,10637731373,21120773,464332,119800,
memchip,8,static,10000,10637731375,21759414,458472,120585,
memchip,8,dynamic,100,10637731699,21806159,464915,119773,
memchip,8,dynamic,100,10637731701,21212788,462619,119214,
memchip,8,dynamic,100,10637731700,21494119,464814,118905,
memchip,8,dynamic,100,10637731699,21894188,460008,118093,
memchip,8,dynamic,100,10637731698,21029541,463604,119154,
memchip,8,dynamic,1000,10637731702,21159760,466544,119977,
memchip,8,dynamic,1000,10637731701,21505411,464411,119377,
memchip,8,dynamic,1000,10637731701,21538599,460662,121029,
memchip,8,dynamic,1000,10637731700,21386449,467028,120058,
memchip,8,dynamic,1000,10637731702,21758620,463957,118773,
memchip,8,dynamic,10000,10637731693,21569676,461871,119298,
memchip,8,dynamic,10000,10637731692,21808777,465514,121131,
memchip,8,dynamic,10000,10637731693,21347723,465371,120968,
memchip,8,dynamic,10000,10637731694,21706786,459462,120370,
memchip,8,dynamic,10000,10637731691,21260843,460180,119873,
memchip,8,guided,100,10637731704,21799017,462308,120216,
memchip,8,guided,100,10637731704,21449192,464577,119414,
memchip,8,guided,100,10637731704,21382301,461637,118434,
memchip,8,guided,100,10637731702,21444019,465036,117875,
memchip,8,guided,100,10637731704,21572733,464123,118260,
memchip,8,guided,1000,10637731701,21370822,458911,119624,
memchip,8,guided,1000,10637731702,22016977,463071,119983,
memchip,8,guided,1000,10637731705,21494956,464873,120858,
memchip,8,guided,1000,10637731705,21274887,467663,120760,
memchip,8,guided,1000,10637731704,21342781,466365,118112,
memchip,8,guided,10000,10637731697,21471607,464618,120963,
memchip,8,guided,10000,10637731701,22088343,465861,119581,
memchip,8,guided,10000,10637731698,21315391,465719,119272,
memchip,8,guided,10000,10637731698,21394550,458666,120293,
memchip,8,guided,10000,10637731706,21831561,457332,119121,
memchip,16,static,100,10637731380,21638750,460384,118173,
memchip,16,static,100,10637731381,22031036,460342,119496,
memchip,16,static,100,10637731381,21721797,461920,117704,
memchip,16,static,100,10637731381,21505420,457852,118657,
memchip,16,static,100,10637731379,21297279,464237,118960,
memchip,16,static,1000,10637731379,22280769,464786,118601,
memchip,16,static,1000,10637731381,21395622,461532,120026,
memchip,16,static,1000,10637731381,21368085,463826,119391,
memchip,16,static,1000,10637731383,21940170,464085,119202,
memchip,16,static,1000,10637731381,21575389,464600,119255,
memchip,16,static,10000,10637731373,21638117,461009,119913,
memchip,16,static,10000,10637731375,21312913,466338,120614,
memchip,16,static,10000,10637731370,21439451,466918,120744,
memchip,16,static,10000,10637731374,21283079,465268,119896,
memchip,16,static,10000,10637731375,21236484,463012,119067,
memchip,16,dynamic,100,10637731702,21064154,468944,119746,
memchip,16,dynamic,100,10637731703,21398801,466993,119407,
memchip,16,dynamic,100,10637731702,21625728,460537,117868,
memchip,16,dynamic,100,10637731699,21220852,463150,118740,
memchip,16,dynamic,100,10637731702,21265885,458404,118954,
memchip,16,dynamic,1000,10637731704,21407690,465994,120425,
memchip,16,dynamic,1000,10637731703,21597664,460541,119919,
memchip,16,dynamic,1000,10637731700,21125893,464364,119280,
memchip,16,dynamic,1000,10637731702,21167200,465606,120682,
memchip,16,dynamic,1000,10637731702,21218065,463825,119187,
memchip,16,dynamic,10000,10637731695,21485989,462651,119865,
memchip,16,dynamic,10000,10637731696,21354615,464648,120460,
memchip,16,dynamic,10000,10637731695,21209488,464632,120319,
memchip,16,dynamic,10000,10637731697,21212829,462451,120128,
memchip,16,dynamic,10000,10637731696,21112906,462693,119994,
memchip,16,guided,100,10637731704,21236427,460354,119867,
memchip,16,guided,100,10637731701,21430413,464149,118534,
memchip,16,guided,100,10637731704,21121804,460018,118924,
memchip,16,guided,100,10637731702,21545943,461450,119157,
memchip,16,guided,100,10637731705,21114497,466066,118564,
memchip,16,guided,1000,10637731704,21376589,463953,119314,
memchip,16,guided,1000,10637731705,21912567,460904,119716,
memchip,16,guided,1000,10637731705,21087746,466983,117582,
memchip,16,guided,1000,10637731706,21721959,462345,119865,
memchip,16,guided,1000,10637731703,21765865,460147,119049,
memchip,16,guided,10000,10637731699,21414852,464660,118904,
memchip,16,guided,10000,10637731695,21298371,467692,120774,
memchip,16,guided,10000,10637731707,21162967,457137,117754,
memchip,16,guided,10000,10637731707,21510523,460023,120093,
memchip,16,guided,10000,10637731706,21523602,460195,120020,
memchip,32,static,100,10637731372,21992794,459976,118630,
memchip,32,static,100,10637731373,21145946,464274,120126,
memchip,32,static,100,10637731373,21410772,467158,119519,
memchip,32,static,100,10637731372,21175128,463108,119246,
memchip,32,static,100,10637731372,21221884,464275,117987,
memchip,32,static,1000,10637731381,21674337,464926,121162,
memchip,32,static,1000,10637731380,21416131,465424,120546,
memchip,32,static,1000,10637731382,21120342,463930,119807,
memchip,32,static,1000,10637731379,21702415,464006,118312,
memchip,32,static,1000,10637731381,21354761,463051,119250,
memchip,32,static,10000,10637731382,21158814,465038,121269,
memchip,32,static,10000,10637731383,21411640,468015,119990,
memchip,32,static,10000,10637731383,21915928,461296,120308,
memchip,32,static,10000,10637731382,21756017,462559,118733,
memchip,32,static,10000,10637731381,21448387,461682,118356,
memchip,32,dynamic,100,10637731691,20918672,461499,118152,
memchip,32,dynamic,100,10637731693,21531615,464795,120704,
memchip,32,dynamic,100,10637731690,21875821,460700,119438,
memchip,32,dynamic,100,10637731694,21185917,463951,120177,
memchip,32,dynamic,100,10637731694,21403242,464842,120798,
memchip,32,dynamic,1000,10637731703,21282947,463360,120508,
memchip,32,dynamic,1000,10637731704,22107276,459712,119455,
memchip,32,dynamic,1000,10637731701,21720903,463854,120098,
memchip,32,dynamic,1000,10637731702,21515952,461455,119347,
memchip,32,dynamic,1000,10637731703,21165203,463593,119667,
memchip,32,dynamic,10000,10637731702,21141464,463925,119405,
memchip,32,dynamic,10000,10637731702,21454098,464545,118157,
memchip,32,dynamic,10000,10637731703,21809891,460225,118068,
memchip,32,dynamic,10000,10637731700,21473778,460280,120414,
memchip,32,dynamic,10000,10637731702,21525796,464703,119562,
memchip,32,guided,100,10637731695,22303301,463080,118998,
memchip,32,guided,100,10637731696,21730749,467684,119818,
memchip,32,guided,100,10637731696,21521034,467547,121144,
memchip,32,guided,100,10637731697,21773205,466167,120747,
memchip,32,guided,100,10637731697,21929532,462505,120574,
memchip,32,guided,1000,10637731706,21063047,462381,119088,
memchip,32,guided,1000,10637731705,21632402,460502,117882,
memchip,32,guided,1000,10637731704,21308720,463757,119478,
memchip,32,guided,1000,10637731706,21431231,462576,119264,
memchip,32,guided,1000,10637731704,21917427,463065,118962,
memchip,32,guided,10000,10637731705,21512550,465273,119647,
memchip,32,guided,10000,10637731707,21691389,463477,120555,
memchip,32,guided,10000,10637731706,20978839,461477,119846,
memchip,32,guided,10000,10637731705,21577802,459989,118271,
memchip,32,guided,10000,10637731705,21264625,468364,119743,
memchip,64,static,100,10637731372,21755872,460771,119927,
memchip,64,static,100,10637731371,21492156,464173,119799,
memchip,64,static,100,10637731372,21888032,459630,118709,
memchip,64,static,100,10637731373,22118248,461637,120388,
memchip,64,static,100,10637731373,22011943,458095,120723,
memchip,64,static,1000,10637731381,21512686,466443,119412,
memchip,64,static,1000,10637731382,21203409,459879,118981,
memchip,64,static,1000,10637731381,21475348,466282,120217,
memchip,64,static,1000,10637731381,21601758,463090,118069,
memchip,64,static,1000,10637731382,21497379,464006,118784,
memchip,64,static,10000,10637731383,21486814,463670,119529,
memchip,64,static,10000,10637731383,21472775,465178,119349,
memchip,64,static,10000,10637731382,21910322,462961,118660,
memchip,64,static,10000,10637731382,21049336,464817,118672,
memchip,64,static,10000,10637731380,21562625,465395,118122,
memchip,64,dynamic,100,10637731693,21688048,457080,120588,
memchip,64,dynamic,100,10637731692,21474408,464773,119736,
memchip,64,dynamic,100,10637731694,21541328,464084,120866,
memchip,64,dynamic,100,10637731693,21698207,464995,120639,
memchip,64,dynamic,100,10637731695,21554087,464517,118350,
memchip,64,dynamic,1000,10637731702,21494232,465331,118605,
memchip,64,dynamic,1000,10637731703,21002676,462949,119295,
memchip,64,dynamic,1000,10637731703,21595005,462173,118666,
memchip,64,dynamic,1000,10637731703,21030346,463241,119663,
memchip,64,dynamic,1000,10637731703,21526248,464667,119830,
memchip,64,dynamic,10000,10637731704,21713969,464120,119015,
memchip,64,dynamic,10000,10637731704,21404176,461139,118187,
memchip,64,dynamic,10000,10637731705,21615027,464987,119098,
memchip,64,dynamic,10000,10637731703,21276567,457897,118467,
memchip,64,dynamic,10000,10637731704,21755439,463402,117001,
memchip,64,guided,100,10637731702,21545497,466080,120225,
memchip,64,guided,100,10637731703,21318622,465769,120218,
memchip,64,guided,100,10637731702,21704650,457555,119420,
memchip,64,guided,100,10637731705,21406575,465801,118663,
memchip,64,guided,100,10637731705,21636121,465683,121445,
memchip,64,guided,1000,10637731697,20963791,464445,120226,
memchip,64,guided,1000,10637731698,21078026,465301,119161,
memchip,64,guided,1000,10637731698,21479938,464474,120618,
memchip,64,guided,1000,10637731697,21484933,464882,120375,
memchip,64,guided,1000,10637731699,21616381,464326,119093,
memchip,64,guided,10000,10637731703,21108659,463917,118657,
memchip,64,guided,10000,10637731705,21416073,464040,118771,
memchip,64,guided,10000,10637731707,21728060,461684,119444,
memchip,64,guided,10000,10637731707,21544398,463750,118469,
memchip,64,guided,10000,10637731704,21828574,463991,120886,
